N,exp(-2N),Holevo_Cinf,Dolinar_C1,Kennedy_null,Kennedy_optML,p_null,beta_star,p_star,GG_alpha,GG_beta,GG_K,Kennedy_null_GG,p_null_GG,Kennedy_optML_GG,beta_star_GG,p_star_GG
0.5527645427135679,0.33103568974086445,0.9194403741776931,0.8147635353940779,0.7469892348694963,0.7600525914925295,0.5461059194487976,-0.8035798299350989,0.4631722617540895,4.0,2.0,256.0,0.5276926442555918,0.5260880749388788,0.5409686322449936,-0.8481363178163095,0.4870084436647499
0.5628147889447237,0.3244481376706223,0.9226745062749084,0.8206341896147304,0.7540651448611455,0.7666298922104922,0.5450381957928416,-0.808784403689401,0.4638846552776684,4.0,2.0,256.0,0.5323816204471565,0.52501734724094,0.5449324182976726,-0.8519278127543817,0.48763426053917563
0.5728650351758794,0.3179916767292918,0.9257763788213389,0.8263273355524947,0.7609680984892765,0.7730470511333793,0.5439889751081107,-0.81395967175337,0.4645893271698209,4.0,2.0,256.0,0.5369483817266759,0.5239622777983696,0.5487944730935178,-0.8557968403206238,0.48826671002760247
0.5829152814070352,0.31166369822643725,0.9287516004173088,0.831847996358147,0.7677013013331869,0.7793073741639096,0.5429581583094091,-0.8191068356380486,0.46528617223226343,4.0,2.0,256.0,0.5413953923883636,0.5229226581898976,0.5525567663749723,-0.8596274180019958,0.48889087586132723
0.592965527638191,0.3054616453841046,0.9316055249945596,0.8372010662628244,0.7742679399942259,0.7854141081438318,0.5419456387474108,-0.8242270266582276,0.465975092590912,4.0,2.0,256.0,0.545725080589673,0.521898280930095,0.5562220329957706,-0.8634301134675377,0.48950803400954096
0.6030157738693468,0.2993830123037717,0.9343432648256469,0.8423913134149581,0.7806711805309993,0.7913704424057763,0.5409513024665694,-0.8293213163419934,0.46665599928429047,4.0,2.0,256.0,0.5499398381259699,0.5208889396113209,0.559792919360619,-0.8671178750839237,0.49010711207449387
0.6130660201005026,0.2934253429538569,0.9369697027430498,0.8474233826695148,0.7869141669590147,0.7971795102244313,0.5399750284662008,-0.8343907082094933,0.46732880815539607,4.0,2.0,256.0,0.5540420202627031,0.5198944290324445,0.5632724218403852,-0.8707282930688998,0.4906927974469057
0.6231162663316583,0.28758623017737567,0.9394895036269255,0.852301798330003,0.7930000198150482,0.8028443901750725,0.5390166889641899,-0.8394361582131447,0.46799344479429655,4.0,2.0,256.0,0.5580339456214094,0.518914545315304,0.5666632416714273,-0.8742676704349488,0.4912658420593612
0.6331665125628141,0.28186331471934417,0.9419071252151021,0.8570309668437114,0.7989318347863814,0.8083681074067758,0.5380761496627795,-0.844458559186961,0.46864983870321886,4.0,2.0,256.0,0.5619178961160514,0.5179490860097957,0.5699679951826645,-0.8777173952813473,0.4918239204500376
0.6432167587939699,0.2762542842735387,0.9442268282841266,0.8616151794506334,0.8047126814049098,0.8137536348370298,0.5371532700159188,-0.8494587594114733,0.46929792749831795,4.0,2.0,256.0,0.5656961169363377,0.5169978501884411,0.5731891864177066,-0.8811176726829126,0.4923719881369164
